order_item_id,order_id,product_sku,quantity,unit_price_credits
OI-0001651,ORD-100674,QUANTUM-PROC-Q5,5,12683.36
OI-0001652,ORD-100674,MULTI-SENSOR-PRO,6,4677.56
OI-0001653,ORD-100674,LASER-DRILL-IND,7,34483.80
OI-0001654,ORD-100674,RATION-PACK-30,4,462.09
OI-0001655,ORD-100675,OXY-GEN-5000,4,2497.19
OI-0001656,ORD-100675,ION-DRIVE-MK3,2,49774.66
OI-0001657,ORD-100675,AIR-SCRUB-X,8,1741.26
OI-0001658,ORD-100676,MULTI-SENSOR-PRO,3,4302.85
OI-0001659,ORD-100676,QUANTUM-PROC-Q5,3,12675.04
OI-0001660,ORD-100677,LASER-DRILL-IND,2,34008.28
OI-0001661,ORD-100677,EVA-SUIT-MK7,5,27267.77
OI-0001662,ORD-100678,ZERO-G-BALL-SET,5,127.26
OI-0001663,ORD-100679,AIR-SCRUB-X,4,1742.27
OI-0001664,ORD-100680,ION-DRIVE-MK3,2,44573.64
OI-0001665,ORD-100680,ION-DRIVE-MK3,8,46289.75
OI-0001666,ORD-100681,HULL-PLATE-TI,8,1298.92
OI-0001667,ORD-100681,EMERG-KIT-DELUXE,1,639.41
OI-0001668,ORD-100681,ZERO-G-BALL-SET,2,118.95
OI-0001669,ORD-100681,RAD-SHIELD-VEST,4,831.73
OI-0001670,ORD-100682,ZERO-G-BALL-SET,5,131.73
OI-0001671,ORD-100682,SELDON-CRYO-ICE,7,43.76
OI-0001672,ORD-100682,MULTI-SENSOR-PRO,1,4688.63
OI-0001673,ORD-100683,MULTI-SENSOR-PRO,3,4225.68
OI-0001674,ORD-100683,AIR-SCRUB-X,7,1894.89
OI-0001675,ORD-100683,QUANTUM-PROC-Q5,5,11448.48
OI-0001676,ORD-100683,QUANTUM-PROC-Q5,7,11704.64
OI-0001677,ORD-100684,RAD-SHIELD-VEST,6,889.97
OI-0001678,ORD-100684,ZERO-G-BALL-SET,6,128.50
OI-0001679,ORD-100684,HYDRO-KIT-START,2,348.33
OI-0001680,ORD-100684,H2O-REC-PRO,3,3035.81
OI-0001681,ORD-100685,QUANTUM-PROC-Q5,5,13261.06
OI-0001682,ORD-100685,RATION-PACK-30,5,485.53
OI-0001683,ORD-100685,NAV-COMP-ELITE,7,8663.78
OI-0001684,ORD-100686,EMERG-KIT-DELUXE,6,727.87
OI-0001685,ORD-100687,OXY-GEN-5000,3,2716.70
OI-0001686,ORD-100688,ZERO-G-BALL-SET,4,115.70
OI-0001687,ORD-100688,ZERO-G-BED,2,2300.32
OI-0001688,ORD-100688,MULTI-SENSOR-PRO,1,4819.09
OI-0001689,ORD-100688,EVA-SUIT-MK7,1,30065.29
OI-0001690,ORD-100689,VR-ENTERTAIN-SYS,3,1036.04
OI-0001691,ORD-100689,RAD-SHIELD-VEST,5,804.85
OI-0001692,ORD-100689,MULTI-SENSOR-PRO,6,4249.14
OI-0001693,ORD-100689,SOLAR-LIGHT-LED,1,186.26
OI-0001694,ORD-100689,EMERG-KIT-DELUXE,6,737.98
OI-0001695,ORD-100690,EMERG-KIT-DELUXE,8,653.57
OI-0001696,ORD-100690,THERMO-REG-3000,3,1654.50
OI-0001697,ORD-100690,AIR-SCRUB-X,4,1904.47
OI-0001698,ORD-100691,OXY-GEN-5000,6,2572.28
OI-0001699,ORD-100691,SOLAR-LIGHT-LED,2,178.80
OI-0001700,ORD-100691,QUANTUM-PROC-Q5,8,12637.58
OI-0001701,ORD-100692,THERMO-REG-3000,1,1578.01
OI-0001702,ORD-100692,EMERG-KIT-DELUXE,4,689.73
OI-0001703,ORD-100693,SOLAR-LIGHT-LED,2,166.86
OI-0001704,ORD-100693,RATION-PACK-30,8,500.30
OI-0001705,ORD-100693,MULTI-SENSOR-PRO,4,4441.29
OI-0001706,ORD-100693,SELDON-CRYO-ICE,5,45.09
OI-0001707,ORD-100694,EMERG-KIT-DELUXE,2,661.41
OI-0001708,ORD-100695,LASER-DRILL-IND,1,36187.67
OI-0001709,ORD-100695,ION-DRIVE-MK3,5,49846.36
OI-0001710,ORD-100696,SELDON-CRYO-ICE,7,48.65
OI-0001711,ORD-100697,QUANTUM-PROC-Q5,4,12457.55
OI-0001712,ORD-100698,COMM-ARRAY-LR,2,6572.27
OI-0001713,ORD-100699,AIR-SCRUB-X,3,1966.45
OI-0001714,ORD-100699,HULL-PLATE-TI,2,1250.69
OI-0001715,ORD-100699,SELDON-CRYO-ICE,6,45.45
OI-0001716,ORD-100699,HYDRO-KIT-START,1,311.59
OI-0001717,ORD-100700,VR-ENTERTAIN-SYS,2,885.30
OI-0001718,ORD-100701,THERMO-REG-3000,5,1639.67
OI-0001719,ORD-100701,ZERO-G-BALL-SET,7,115.31
OI-0001720,ORD-100702,H2O-REC-PRO,4,3139.51
OI-0001721,ORD-100702,EMERG-KIT-DELUXE,7,639.09
OI-0001722,ORD-100702,THERMO-REG-3000,4,1395.08
OI-0001723,ORD-100703,H2O-REC-PRO,6,3442.84
OI-0001724,ORD-100703,HULL-PLATE-TI,7,1318.38
OI-0001725,ORD-100703,SOLAR-LIGHT-LED,3,168.12
OI-0001726,ORD-100704,OXY-GEN-5000,1,2699.27
OI-0001727,ORD-100704,NAV-COMP-ELITE,8,7972.11
OI-0001728,ORD-100705,H2O-REC-PRO,8,3510.14
OI-0001729,ORD-100705,SELDON-CRYO-ICE,7,45.86
OI-0001730,ORD-100706,RAD-SHIELD-VEST,2,878.81
OI-0001731,ORD-100706,VR-ENTERTAIN-SYS,2,964.05
OI-0001732,ORD-100706,OXY-GEN-5000,8,2428.42
OI-0001733,ORD-100707,COMM-ARRAY-LR,2,6449.01
OI-0001734,ORD-100707,OXY-GEN-5000,5,2452.55
OI-0001735,ORD-100707,EVA-SUIT-MK7,8,30706.49
OI-0001736,ORD-100707,THERMO-REG-3000,1,1442.47
OI-0001737,ORD-100708,VR-ENTERTAIN-SYS,1,1058.40
OI-0001738,ORD-100708,HYDRO-KIT-START,5,355.07
OI-0001739,ORD-100708,ZERO-G-BED,6,2073.26
OI-0001740,ORD-100708,H2O-REC-PRO,3,3011.69
OI-0001741,ORD-100709,THERMO-REG-3000,5,1599.75
OI-0001742,ORD-100709,VR-ENTERTAIN-SYS,7,922.51
OI-0001743,ORD-100710,VR-ENTERTAIN-SYS,2,1059.58
OI-0001744,ORD-100711,EMERG-KIT-DELUXE,4,679.05
OI-0001745,ORD-100711,SELDON-CRYO-ICE,3,48.90
OI-0001746,ORD-100711,MULTI-SENSOR-PRO,4,4390.74
OI-0001747,ORD-100712,SOLAR-LIGHT-LED,6,175.48
OI-0001748,ORD-100712,ION-DRIVE-MK3,3,47829.74
OI-0001749,ORD-100712,OXY-GEN-5000,3,2332.96
OI-0001750,ORD-100712,ION-DRIVE-MK3,4,48091.32
OI-0001751,ORD-100712,RAD-SHIELD-VEST,3,929.26
OI-0001752,ORD-100713,LASER-DRILL-IND,1,32223.51
OI-0001753,ORD-100713,EMERG-KIT-DELUXE,2,642.10
OI-0001754,ORD-100713,RATION-PACK-30,7,485.85
OI-0001755,ORD-100714,HYDRO-KIT-START,8,307.30
OI-0001756,ORD-100714,EVA-SUIT-MK7,8,29904.07
OI-0001757,ORD-100714,LASER-DRILL-IND,1,34917.43
OI-0001758,ORD-100714,VR-ENTERTAIN-SYS,6,931.04
OI-0001759,ORD-100715,RATION-PACK-30,4,499.78
OI-0001760,ORD-100715,AIR-SCRUB-X,2,1844.42
OI-0001761,ORD-100716,HYDRO-KIT-START,1,306.50
OI-0001762,ORD-100716,COMM-ARRAY-LR,1,6349.04
OI-0001763,ORD-100716,NAV-COMP-ELITE,6,9116.49
OI-0001764,ORD-100716,COMM-ARRAY-LR,7,6815.12
OI-0001765,ORD-100717,VR-ENTERTAIN-SYS,3,924.73
OI-0001766,ORD-100718,EMERG-KIT-DELUXE,6,693.71
OI-0001767,ORD-100719,EVA-SUIT-MK7,1,25807.16
OI-0001768,ORD-100720,THERMO-REG-3000,2,1645.01
OI-0001769,ORD-100721,HYDRO-KIT-START,4,327.83
OI-0001770,ORD-100722,ZERO-G-BED,1,2243.01
OI-0001771,ORD-100722,SOLAR-LIGHT-LED,7,192.65
OI-0001772,ORD-100722,HULL-PLATE-TI,5,1178.89
OI-0001773,ORD-100722,H2O-REC-PRO,5,3363.26
OI-0001774,ORD-100722,HYDRO-KIT-START,8,321.21
OI-0001775,ORD-100723,SOLAR-LIGHT-LED,2,183.28
OI-0001776,ORD-100723,SOLAR-LIGHT-LED,3,171.47
OI-0001777,ORD-100724,HYDRO-KIT-START,5,357.35
OI-0001778,ORD-100724,LASER-DRILL-IND,8,38387.12
OI-0001779,ORD-100724,SOLAR-LIGHT-LED,8,183.98
OI-0001780,ORD-100724,COMM-ARRAY-LR,5,6899.69
OI-0001781,ORD-100724,AIR-SCRUB-X,3,1864.15
OI-0001782,ORD-100725,QUANTUM-PROC-Q5,1,11777.37
OI-0001783,ORD-100725,SOLAR-LIGHT-LED,7,185.32
OI-0001784,ORD-100725,RATION-PACK-30,3,421.82
OI-0001785,ORD-100725,SELDON-CRYO-ICE,7,48.99
OI-0001786,ORD-100726,AIR-SCRUB-X,2,1692.39
OI-0001787,ORD-100726,LASER-DRILL-IND,8,37618.77
OI-0001788,ORD-100727,AIR-SCRUB-X,5,1867.21
OI-0001789,ORD-100727,SOLAR-LIGHT-LED,1,201.35
OI-0001790,ORD-100727,THERMO-REG-3000,5,1639.85
OI-0001791,ORD-100727,OXY-GEN-5000,6,2723.37
OI-0001792,ORD-100728,EMERG-KIT-DELUXE,7,626.17
OI-0001793,ORD-100728,HULL-PLATE-TI,8,1138.15
OI-0001794,ORD-100728,SELDON-CRYO-ICE,7,41.88
OI-0001795,ORD-100729,RAD-SHIELD-VEST,2,822.92
OI-0001796,ORD-100730,EMERG-KIT-DELUXE,5,639.00
OI-0001797,ORD-100730,SELDON-CRYO-ICE,5,49.01
OI-0001798,ORD-100730,SELDON-CRYO-ICE,8,48.79
OI-0001799,ORD-100730,MULTI-SENSOR-PRO,6,4969.14
OI-0001800,ORD-100730,SELDON-CRYO-ICE,2,42.09
OI-0001801,ORD-100731,H2O-REC-PRO,4,3243.49
OI-0001802,ORD-100731,SOLAR-LIGHT-LED,2,180.96
OI-0001803,ORD-100731,VR-ENTERTAIN-SYS,2,1022.05
OI-0001804,ORD-100732,EVA-SUIT-MK7,7,28894.09
OI-0001805,ORD-100733,H2O-REC-PRO,1,3052.62
OI-0001806,ORD-100733,COMM-ARRAY-LR,5,6520.05
OI-0001807,ORD-100733,HYDRO-KIT-START,4,350.49
OI-0001808,ORD-100733,ION-DRIVE-MK3,3,50132.50
OI-0001809,ORD-100733,RATION-PACK-30,7,466.66
OI-0001810,ORD-100734,ZERO-G-BED,3,2063.35
OI-0001811,ORD-100735,QUANTUM-PROC-Q5,4,12726.76
OI-0001812,ORD-100735,RATION-PACK-30,4,466.01
OI-0001813,ORD-100735,QUANTUM-PROC-Q5,5,12248.13
OI-0001814,ORD-100736,VR-ENTERTAIN-SYS,7,1006.67
OI-0001815,ORD-100736,THERMO-REG-3000,4,1449.33
OI-0001816,ORD-100736,LASER-DRILL-IND,6,33828.71
OI-0001817,ORD-100737,RATION-PACK-30,6,456.52
OI-0001818,ORD-100737,VR-ENTERTAIN-SYS,6,934.98
OI-0001819,ORD-100738,THERMO-REG-3000,1,1608.73
OI-0001820,ORD-100739,AIR-SCRUB-X,8,1692.63
OI-0001821,ORD-100740,QUANTUM-PROC-Q5,4,12312.18
OI-0001822,ORD-100740,ION-DRIVE-MK3,8,44068.56
OI-0001823,ORD-100741,HYDRO-KIT-START,8,306.30
OI-0001824,ORD-100741,EMERG-KIT-DELUXE,5,761.20
OI-0001825,ORD-100742,RAD-SHIELD-VEST,7,899.58
OI-0001826,ORD-100742,ZERO-G-BED,3,2119.87
OI-0001827,ORD-100742,EMERG-KIT-DELUXE,7,723.80
OI-0001828,ORD-100742,RAD-SHIELD-VEST,1,851.09
OI-0001829,ORD-100743,COMM-ARRAY-LR,1,6727.72
OI-0001830,ORD-100743,OXY-GEN-5000,3,2537.13
OI-0001831,ORD-100743,ZERO-G-BALL-SET,7,128.21
OI-0001832,ORD-100744,EVA-SUIT-MK7,8,29739.81
OI-0001833,ORD-100744,ZERO-G-BED,5,2093.87
OI-0001834,ORD-100744,AIR-SCRUB-X,1,1742.85
OI-0001835,ORD-100745,NAV-COMP-ELITE,3,7921.38
OI-0001836,ORD-100746,H2O-REC-PRO,5,3044.87
OI-0001837,ORD-100746,VR-ENTERTAIN-SYS,6,895.66
OI-0001838,ORD-100747,SOLAR-LIGHT-LED,1,173.06
OI-0001839,ORD-100747,ION-DRIVE-MK3,3,41666.29
OI-0001840,ORD-100747,ION-DRIVE-MK3,7,50354.12
OI-0001841,ORD-100747,ZERO-G-BALL-SET,1,112.70
OI-0001842,ORD-100747,COMM-ARRAY-LR,3,7178.91
OI-0001843,ORD-100748,AIR-SCRUB-X,7,1988.59
OI-0001844,ORD-100748,EVA-SUIT-MK7,1,30733.76
OI-0001845,ORD-100748,OXY-GEN-5000,1,2445.60
OI-0001846,ORD-100748,NAV-COMP-ELITE,4,8134.07
OI-0001847,ORD-100749,H2O-REC-PRO,7,3427.99
OI-0001848,ORD-100749,MULTI-SENSOR-PRO,5,4194.78
OI-0001849,ORD-100749,ZERO-G-BED,6,2071.84
OI-0001850,ORD-100749,LASER-DRILL-IND,4,37367.12
OI-0001851,ORD-100749,HULL-PLATE-TI,3,1214.88
OI-0001852,ORD-100750,EVA-SUIT-MK7,7,29376.94
OI-0001853,ORD-100750,ION-DRIVE-MK3,8,49167.11
OI-0001854,ORD-100750,VR-ENTERTAIN-SYS,5,941.62
OI-0001855,ORD-100751,OXY-GEN-5000,3,2322.30
OI-0001856,ORD-100751,OXY-GEN-5000,2,2582.52
OI-0001857,ORD-100751,ION-DRIVE-MK3,1,42893.14
OI-0001858,ORD-100751,AIR-SCRUB-X,6,1935.59
OI-0001859,ORD-100752,ZERO-G-BALL-SET,4,114.56
OI-0001860,ORD-100752,ION-DRIVE-MK3,6,50014.07
OI-0001861,ORD-100752,HULL-PLATE-TI,4,1145.60
OI-0001862,ORD-100752,ION-DRIVE-MK3,4,44617.69
OI-0001863,ORD-100753,H2O-REC-PRO,4,3491.40
OI-0001864,ORD-100753,ZERO-G-BALL-SET,5,127.08
OI-0001865,ORD-100753,NAV-COMP-ELITE,4,9103.59
OI-0001866,ORD-100754,HULL-PLATE-TI,2,1134.32
OI-0001867,ORD-100754,COMM-ARRAY-LR,5,6379.03
OI-0001868,ORD-100754,ZERO-G-BALL-SET,1,121.06
OI-0001869,ORD-100754,MULTI-SENSOR-PRO,7,4421.75
OI-0001870,ORD-100754,LASER-DRILL-IND,3,38859.65
OI-0001871,ORD-100755,SELDON-CRYO-ICE,2,46.50
OI-0001872,ORD-100755,EVA-SUIT-MK7,6,29243.95
OI-0001873,ORD-100755,RATION-PACK-30,3,430.27
OI-0001874,ORD-100755,EVA-SUIT-MK7,2,29696.75
OI-0001875,ORD-100756,OXY-GEN-5000,7,2360.23
OI-0001876,ORD-100757,MULTI-SENSOR-PRO,6,4148.94
OI-0001877,ORD-100757,RATION-PACK-30,5,432.89
OI-0001878,ORD-100757,HYDRO-KIT-START,2,331.64
OI-0001879,ORD-100758,ZERO-G-BED,5,2402.39
OI-0001880,ORD-100758,HYDRO-KIT-START,2,326.51
OI-0001881,ORD-100758,HULL-PLATE-TI,5,1254.79
OI-0001882,ORD-100758,MULTI-SENSOR-PRO,2,4671.63
OI-0001883,ORD-100758,OXY-GEN-5000,5,2685.83
OI-0001884,ORD-100759,HULL-PLATE-TI,3,1245.34
OI-0001885,ORD-100759,VR-ENTERTAIN-SYS,7,941.32
OI-0001886,ORD-100759,ZERO-G-BED,1,2097.01
OI-0001887,ORD-100759,EVA-SUIT-MK7,5,31136.20
OI-0001888,ORD-100759,COMM-ARRAY-LR,1,7457.45
OI-0001889,ORD-100760,HYDRO-KIT-START,3,317.59
OI-0001890,ORD-100760,NAV-COMP-ELITE,6,9073.09
OI-0001891,ORD-100761,RATION-PACK-30,3,445.74
OI-0001892,ORD-100761,SELDON-CRYO-ICE,7,42.91
OI-0001893,ORD-100762,COMM-ARRAY-LR,2,6646.96
OI-0001894,ORD-100763,H2O-REC-PRO,6,3219.40
OI-0001895,ORD-100763,ION-DRIVE-MK3,2,45694.93
OI-0001896,ORD-100763,QUANTUM-PROC-Q5,1,11085.03
OI-0001897,ORD-100763,HULL-PLATE-TI,2,1115.98
OI-0001898,ORD-100764,H2O-REC-PRO,7,3561.66
OI-0001899,ORD-100764,EMERG-KIT-DELUXE,3,688.35
OI-0001900,ORD-100764,H2O-REC-PRO,6,3199.98
OI-0001901,ORD-100764,THERMO-REG-3000,2,1657.04
OI-0001902,ORD-100765,EMERG-KIT-DELUXE,6,627.00
OI-0001903,ORD-100766,RATION-PACK-30,1,471.86
OI-0001904,ORD-100766,LASER-DRILL-IND,5,34181.80
OI-0001905,ORD-100766,AIR-SCRUB-X,7,1763.88
OI-0001906,ORD-100767,NAV-COMP-ELITE,8,8123.75
OI-0001907,ORD-100767,RAD-SHIELD-VEST,7,870.97
OI-0001908,ORD-100767,RAD-SHIELD-VEST,7,934.03
OI-0001909,ORD-100767,H2O-REC-PRO,7,3493.54
OI-0001910,ORD-100768,RAD-SHIELD-VEST,4,811.31
OI-0001911,ORD-100768,ION-DRIVE-MK3,1,49339.84
OI-0001912,ORD-100768,QUANTUM-PROC-Q5,4,12108.71
OI-0001913,ORD-100768,COMM-ARRAY-LR,5,6361.77
OI-0001914,ORD-100769,ZERO-G-BED,4,2190.54
OI-0001915,ORD-100769,HYDRO-KIT-START,7,330.20
OI-0001916,ORD-100769,H2O-REC-PRO,5,3384.46
OI-0001917,ORD-100770,RAD-SHIELD-VEST,5,811.64
OI-0001918,ORD-100770,THERMO-REG-3000,5,1450.34
OI-0001919,ORD-100770,ZERO-G-BALL-SET,1,130.45
OI-0001920,ORD-100770,H2O-REC-PRO,4,3249.25
OI-0001921,ORD-100771,THERMO-REG-3000,2,1542.67
OI-0001922,ORD-100771,EVA-SUIT-MK7,6,30679.43
OI-0001923,ORD-100772,EMERG-KIT-DELUXE,1,753.22
OI-0001924,ORD-100772,HYDRO-KIT-START,8,324.82
OI-0001925,ORD-100773,SOLAR-LIGHT-LED,1,177.75
OI-0001926,ORD-100773,H2O-REC-PRO,4,3395.77
OI-0001927,ORD-100774,HYDRO-KIT-START,3,341.43
OI-0001928,ORD-100774,SOLAR-LIGHT-LED,7,197.56
OI-0001929,ORD-100775,H2O-REC-PRO,7,3245.27
OI-0001930,ORD-100775,NAV-COMP-ELITE,7,8167.40
OI-0001931,ORD-100775,ION-DRIVE-MK3,8,50286.70
OI-0001932,ORD-100776,AIR-SCRUB-X,7,1901.81
OI-0001933,ORD-100776,EVA-SUIT-MK7,1,28039.96
OI-0001934,ORD-100777,EMERG-KIT-DELUXE,2,717.11
OI-0001935,ORD-100777,ZERO-G-BALL-SET,3,122.17
OI-0001936,ORD-100777,VR-ENTERTAIN-SYS,3,953.55
OI-0001937,ORD-100778,THERMO-REG-3000,5,1427.32
OI-0001938,ORD-100779,SOLAR-LIGHT-LED,8,166.56
OI-0001939,ORD-100779,THERMO-REG-3000,3,1399.05
OI-0001940,ORD-100779,MULTI-SENSOR-PRO,8,4310.87
OI-0001941,ORD-100780,VR-ENTERTAIN-SYS,2,952.71
OI-0001942,ORD-100780,EMERG-KIT-DELUXE,1,678.15
OI-0001943,ORD-100781,SELDON-CRYO-ICE,2,44.36
OI-0001944,ORD-100781,NAV-COMP-ELITE,8,9137.01
OI-0001945,ORD-100781,RATION-PACK-30,8,418.90
OI-0001946,ORD-100781,LASER-DRILL-IND,3,35085.86
OI-0001947,ORD-100782,SOLAR-LIGHT-LED,3,189.05
OI-0001948,ORD-100782,QUANTUM-PROC-Q5,5,13061.87
OI-0001949,ORD-100782,MULTI-SENSOR-PRO,1,4734.46
OI-0001950,ORD-100783,THERMO-REG-3000,2,1431.45
OI-0001951,ORD-100783,RAD-SHIELD-VEST,7,848.63
OI-0001952,ORD-100783,OXY-GEN-5000,1,2565.19
OI-0001953,ORD-100784,SELDON-CRYO-ICE,3,47.18
OI-0001954,ORD-100784,MULTI-SENSOR-PRO,8,4949.99
OI-0001955,ORD-100785,HYDRO-KIT-START,4,323.75
OI-0001956,ORD-100785,HULL-PLATE-TI,1,1147.83
OI-0001957,ORD-100785,COMM-ARRAY-LR,8,6806.89
OI-0001958,ORD-100785,H2O-REC-PRO,4,3334.43
OI-0001959,ORD-100785,SELDON-CRYO-ICE,8,41.41
OI-0001960,ORD-100786,ZERO-G-BED,5,2323.05
OI-0001961,ORD-100786,HULL-PLATE-TI,7,1302.50
OI-0001962,ORD-100786,COMM-ARRAY-LR,3,6417.64
OI-0001963,ORD-100786,ZERO-G-BALL-SET,8,134.35
OI-0001964,ORD-100787,ZERO-G-BALL-SET,2,113.50
OI-0001965,ORD-100787,ZERO-G-BALL-SET,5,124.01
OI-0001966,ORD-100788,AIR-SCRUB-X,8,1997.51
OI-0001967,ORD-100788,ZERO-G-BALL-SET,7,114.65
OI-0001968,ORD-100789,RAD-SHIELD-VEST,8,885.86
OI-0001969,ORD-100789,ZERO-G-BED,7,2029.44
OI-0001970,ORD-100790,HYDRO-KIT-START,3,320.16
OI-0001971,ORD-100790,OXY-GEN-5000,1,2748.40
OI-0001972,ORD-100790,QUANTUM-PROC-Q5,5,11159.21
OI-0001973,ORD-100791,RATION-PACK-30,1,432.37
OI-0001974,ORD-100792,HYDRO-KIT-START,5,352.55
OI-0001975,ORD-100792,MULTI-SENSOR-PRO,3,4190.05
OI-0001976,ORD-100792,ION-DRIVE-MK3,4,44431.50
OI-0001977,ORD-100792,HULL-PLATE-TI,1,1240.85
OI-0001978,ORD-100792,RAD-SHIELD-VEST,7,854.78
OI-0001979,ORD-100793,HYDRO-KIT-START,1,299.85
OI-0001980,ORD-100793,ZERO-G-BED,4,2300.30
OI-0001981,ORD-100794,COMM-ARRAY-LR,2,7222.72
OI-0001982,ORD-100794,MULTI-SENSOR-PRO,4,5007.93
OI-0001983,ORD-100795,SOLAR-LIGHT-LED,2,192.87
OI-0001984,ORD-100796,ION-DRIVE-MK3,5,49066.06
OI-0001985,ORD-100797,HYDRO-KIT-START,4,314.57
OI-0001986,ORD-100797,AIR-SCRUB-X,1,1905.06
OI-0001987,ORD-100798,VR-ENTERTAIN-SYS,6,891.07
OI-0001988,ORD-100798,HULL-PLATE-TI,3,1311.33
OI-0001989,ORD-100798,ZERO-G-BALL-SET,6,112.28
OI-0001990,ORD-100798,ZERO-G-BED,7,2108.74
OI-0001991,ORD-100798,COMM-ARRAY-LR,1,7078.83
OI-0001992,ORD-100799,HULL-PLATE-TI,2,1325.24
OI-0001993,ORD-100799,H2O-REC-PRO,8,3469.61
OI-0001994,ORD-100799,OXY-GEN-5000,1,2442.53
OI-0001995,ORD-100800,NAV-COMP-ELITE,7,8489.22
OI-0001996,ORD-100801,MULTI-SENSOR-PRO,3,4687.27
OI-0001997,ORD-100802,EVA-SUIT-MK7,5,27236.42
OI-0001998,ORD-100802,OXY-GEN-5000,1,2681.04
OI-0001999,ORD-100802,SOLAR-LIGHT-LED,8,167.13
OI-0002000,ORD-100803,AIR-SCRUB-X,2,1727.89
OI-0002001,ORD-100803,HYDRO-KIT-START,7,318.63
OI-0002002,ORD-100803,RATION-PACK-30,6,462.34
OI-0002003,ORD-100803,VR-ENTERTAIN-SYS,6,980.57
OI-0002004,ORD-100804,LASER-DRILL-IND,8,36946.84
OI-0002005,ORD-100804,RAD-SHIELD-VEST,8,943.84
OI-0002006,ORD-100805,AIR-SCRUB-X,6,1918.51
OI-0002007,ORD-100805,ZERO-G-BALL-SET,5,120.51
OI-0002008,ORD-100806,QUANTUM-PROC-Q5,1,11351.38
OI-0002009,ORD-100806,RAD-SHIELD-VEST,8,783.01
OI-0002010,ORD-100806,THERMO-REG-3000,7,1394.53
OI-0002011,ORD-100807,HYDRO-KIT-START,2,335.81
OI-0002012,ORD-100807,SOLAR-LIGHT-LED,5,195.75
OI-0002013,ORD-100808,ZERO-G-BED,3,2034.25
OI-0002014,ORD-100809,H2O-REC-PRO,7,2971.52
OI-0002015,ORD-100809,EVA-SUIT-MK7,6,30896.50
OI-0002016,ORD-100810,EMERG-KIT-DELUXE,2,642.51
OI-0002017,ORD-100810,OXY-GEN-5000,2,2659.18
OI-0002018,ORD-100811,MULTI-SENSOR-PRO,7,4481.90
OI-0002019,ORD-100811,HULL-PLATE-TI,7,1128.61
OI-0002020,ORD-100812,ZERO-G-BED,6,2035.96
OI-0002021,ORD-100812,ZERO-G-BED,4,2323.59
OI-0002022,ORD-100812,AIR-SCRUB-X,8,1738.94
OI-0002023,ORD-100812,SELDON-CRYO-ICE,2,45.21
OI-0002024,ORD-100812,RATION-PACK-30,6,452.09
OI-0002025,ORD-100813,HULL-PLATE-TI,6,1177.82
OI-0002026,ORD-100814,MULTI-SENSOR-PRO,8,4665.17
OI-0002027,ORD-100815,VR-ENTERTAIN-SYS,4,911.01
OI-0002028,ORD-100815,MULTI-SENSOR-PRO,8,4377.46
OI-0002029,ORD-100815,VR-ENTERTAIN-SYS,8,949.24
OI-0002030,ORD-100815,OXY-GEN-5000,6,2643.33
OI-0002031,ORD-100816,LASER-DRILL-IND,6,35227.41
OI-0002032,ORD-100817,HULL-PLATE-TI,3,1299.71
OI-0002033,ORD-100818,SELDON-CRYO-ICE,3,41.82
OI-0002034,ORD-100818,HULL-PLATE-TI,3,1109.21
OI-0002035,ORD-100818,RATION-PACK-30,5,475.99
OI-0002036,ORD-100818,OXY-GEN-5000,2,2511.64
OI-0002037,ORD-100819,LASER-DRILL-IND,1,37797.87
OI-0002038,ORD-100820,THERMO-REG-3000,1,1654.45
OI-0002039,ORD-100821,HYDRO-KIT-START,3,325.94
OI-0002040,ORD-100821,EVA-SUIT-MK7,8,26982.73
OI-0002041,ORD-100821,AIR-SCRUB-X,7,1975.21
OI-0002042,ORD-100821,EMERG-KIT-DELUXE,1,755.47
OI-0002043,ORD-100821,THERMO-REG-3000,5,1599.03
OI-0002044,ORD-100822,QUANTUM-PROC-Q5,3,12552.42
OI-0002045,ORD-100822,AIR-SCRUB-X,1,1886.51
OI-0002046,ORD-100822,QUANTUM-PROC-Q5,1,11357.46
OI-0002047,ORD-100823,OXY-GEN-5000,1,2422.56
OI-0002048,ORD-100823,THERMO-REG-3000,4,1621.46
OI-0002049,ORD-100823,ZERO-G-BED,7,2412.54
OI-0002050,ORD-100823,COMM-ARRAY-LR,7,7247.34
OI-0002051,ORD-100824,VR-ENTERTAIN-SYS,5,1034.00
OI-0002052,ORD-100824,LASER-DRILL-IND,2,34003.81
OI-0002053,ORD-100824,EMERG-KIT-DELUXE,7,630.28
OI-0002054,ORD-100825,COMM-ARRAY-LR,7,6393.94
OI-0002055,ORD-100825,RATION-PACK-30,3,478.67
OI-0002056,ORD-100825,ZERO-G-BALL-SET,2,126.25
OI-0002057,ORD-100825,RATION-PACK-30,6,469.43
OI-0002058,ORD-100825,VR-ENTERTAIN-SYS,6,917.32
OI-0002059,ORD-100826,QUANTUM-PROC-Q5,8,11760.41
OI-0002060,ORD-100826,SELDON-CRYO-ICE,3,44.47
OI-0002061,ORD-100826,EVA-SUIT-MK7,8,26119.60
OI-0002062,ORD-100827,AIR-SCRUB-X,4,1907.25
OI-0002063,ORD-100827,COMM-ARRAY-LR,6,6801.11
OI-0002064,ORD-100828,SOLAR-LIGHT-LED,8,188.05
OI-0002065,ORD-100828,ZERO-G-BALL-SET,7,115.03
OI-0002066,ORD-100829,ZERO-G-BED,6,2346.28
